FIPS ,State,County,Pop_2010
48091, Texas,Comal ,108472
48093, Texas,Comanche ,13974
48095, Texas,Concho ,4087
48097, Texas,Cooke ,38437
48099, Texas,Coryell ,75388
48101, Texas,Cottle ,1505
48103, Texas,Crane ,4375
48105, Texas,Crockett ,3719
48107, Texas,Crosby ,6059
48109, Texas,Culberson ,2398
48111, Texas,Dallam ,6703
48113, Texas,Dallas ,2368139
48115, Texas,Dawson ,13833
48117, Texas,Deaf Smith ,19372
48119, Texas,Delta ,5231
48121, Texas,Denton ,662614
48123, Texas,DeWitt ,20097
48125, Texas,Dickens ,2444
48127, Texas,Dimmit ,9996
48129, Texas,Donley ,3677
48131, Texas,Duval ,11782
48133, Texas,Eastland ,18583
48135, Texas,Ector ,137130
48137, Texas,Edwards ,2002
48139, Texas,Ellis ,149610
48141, Texas,El Paso ,800647
48143, Texas,Erath ,37890
48145, Texas,Falls ,17866
48147, Texas,Fannin ,33915
48149, Texas,Fayette ,24554
48151, Texas,Fisher ,3974
48153, Texas,Floyd ,6446
48155, Texas,Foard ,1336
48157, Texas,Fort Bend ,585375
48159, Texas,Franklin ,10605
48161, Texas,Freestone ,19816
48163, Texas,Frio ,17217
48165, Texas,Gaines ,17526
48167, Texas,Galveston ,291309
48169, Texas,Garza ,6461
48171, Texas,Gillespie ,24837
48173, Texas,Glasscock ,1226
48175, Texas,Goliad ,7210
48177, Texas,Gonzales ,19807
48179, Texas,Gray ,22535
48181, Texas,Grayson ,120877
48183, Texas,Gregg ,121730
48185, Texas,Grimes ,26604
48187, Texas,Guadalupe ,131533
48189, Texas,Hale ,36273
48191, Texas,Hall ,3353
48193, Texas,Hamilton ,8517
48195, Texas,Hansford ,5613
48197, Texas,Hardeman ,4139
48199, Texas,Hardin ,54635
48201, Texas,Harris ,4092459
48203, Texas,Harrison ,65631
48205, Texas,Hartley ,6062
48207, Texas,Haskell ,5899
48209, Texas,Hays ,157107
48211, Texas,Hemphill ,3807
48213, Texas,Henderson ,78532
48215, Texas,Hidalgo ,774769
48217, Texas,Hill ,35089
48219, Texas,Hockley ,22935
48221, Texas,Hood ,51182
48223, Texas,Hopkins ,35161
48225, Texas,Houston ,23732
48227, Texas,Howard ,35012
48229, Texas,Hudspeth ,3476
48231, Texas,Hunt ,86129
48233, Texas,Hutchinson ,22150
48235, Texas,Irion ,1599
48237, Texas,Jack ,9044
48239, Texas,Jackson ,14075
48241, Texas,Jasper ,35710
48243, Texas,Jeff Davis ,2342
48245, Texas,Jefferson ,252273
48247, Texas,Jim Hogg ,5300
48249, Texas,Jim Wells ,40838
48251, Texas,Johnson ,150934
48253, Texas,Jones ,20202
48255, Texas,Karnes ,14824
48257, Texas,Kaufman ,103350
48259, Texas,Kendall ,33410
48261, Texas,Kenedy ,416
48263, Texas,Kent ,808
48265, Texas,Kerr ,49625
48267, Texas,Kimble ,4607
48269, Texas,King ,286
48271, Texas,Kinney ,3598
48273, Texas,Kleberg ,32061
48275, Texas,Knox ,3719
48277, Texas,Lamar ,49793
48279, Texas,Lamb ,13977
48281, Texas,Lampasas ,19677
48283, Texas,La Salle ,6886
48285, Texas,Lavaca ,19263
48287, Texas,Lee ,16612
48289, Texas,Leon ,16801
48291, Texas,Liberty ,75643
48293, Texas,Limestone ,23384
48295, Texas,Lipscomb ,3302
48297, Texas,Live Oak ,11531
48299, Texas,Llano ,19301
48301, Texas,Loving ,82
48303, Texas,Lubbock ,278831
48305, Texas,Lynn ,5915
48307, Texas,McCulloch ,8283
48309, Texas,McLennan ,234906
48311, Texas,McMullen ,707
48313, Texas,Madison ,13664
48315, Texas,Marion ,10546
48317, Texas,Martin ,4799
48319, Texas,Mason ,4012
48321, Texas,Matagorda ,36702
48323, Texas,Maverick ,54258
48325, Texas,Medina ,46006
48327, Texas,Menard ,2242
48329, Texas,Midland ,136872
48331, Texas,Milam ,24757
48333, Texas,Mills ,4936
48335, Texas,Mitchell ,9403
48337, Texas,Montague ,19719
48339, Texas,Montgomery ,455746
48341, Texas,Moore ,21904
48343, Texas,Morris ,12934
48345, Texas,Motley ,1210
48347, Texas,Nacogdoches ,64524
48349, Texas,Navarro ,47735
48351, Texas,Newton ,14445
48353, Texas,Nolan ,15216
48355, Texas,Nueces ,340223
48357, Texas,Ochiltree ,10223
48359, Texas,Oldham ,2052
48361, Texas,Orange ,81837
48363, Texas,Palo Pinto ,28111
48365, Texas,Panola ,23796
48367, Texas,Parker ,116927
48369, Texas,Parmer ,10269
48371, Texas,Pecos ,15507
48373, Texas,Polk ,45413
48375, Texas,Potter ,121073
48377, Texas,Presidio ,7818
48379, Texas,Rains ,10914
48381, Texas,Randall ,120725
48383, Texas,Reagan ,3367
48385, Texas,Real ,3309
48387, Texas,Red River ,12860
48389, Texas,Reeves ,13783
48391, Texas,Refugio ,7383
48393, Texas,Roberts ,929
48395, Texas,Robertson ,16622
48397, Texas,Rockwall ,78337
48399, Texas,Runnels ,10501
48401, Texas,Rusk ,53330
48403, Texas,Sabine ,10834
48405, Texas,San Augustine ,8865
48407, Texas,San Jacinto ,26384
48409, Texas,San Patricio ,64804
48411, Texas,San Saba ,6131
48413, Texas,Schleicher ,3461
48415, Texas,Scurry ,16921
48417, Texas,Shackelford ,3378
48419, Texas,Shelby ,25448
48421, Texas,Sherman ,3034
48423, Texas,Smith ,209714
48425, Texas,Somervell ,8490
48427, Texas,Starr ,60968
48429, Texas,Stephens ,9630
48431, Texas,Sterling ,1143
48433, Texas,Stonewall ,1490
48435, Texas,Sutton ,4128
48437, Texas,Swisher ,7854
48439, Texas,Tarrant ,1809034
48441, Texas,Taylor ,131506
48443, Texas,Terrell ,984
48445, Texas,Terry ,12651
48447, Texas,Throckmorton ,1641
48449, Texas,Titus ,32334
48451, Texas,Tom Green ,110224
48453, Texas,Travis ,1024266
48455, Texas,Trinity ,14585
48457, Texas,Tyler ,21766
48459, Texas,Upshur ,39309
48461, Texas,Upton ,3355
48463, Texas,Uvalde ,26405
48465, Texas,Val Verde ,48879
48467, Texas,Van Zandt ,52579
48469, Texas,Victoria ,86793
48471, Texas,Walker ,67861
48473, Texas,Waller ,43205
48475, Texas,Ward ,10658
48477, Texas,Washington ,33718
48479, Texas,Webb ,250304
48481, Texas,Wharton ,41280
48483, Texas,Wheeler ,5410
48485, Texas,Wichita ,131500
48487, Texas,Wilbarger ,13535
48489, Texas,Willacy ,22134
48491, Texas,Williamson ,422679
48493, Texas,Wilson ,42918
48495, Texas,Winkler ,7110
48497, Texas,Wise ,59127
48499, Texas,Wood ,41964
48501, Texas,Yoakum ,7879
48503, Texas,Young ,18550
48505, Texas,Zapata ,14018
48507, Texas,Zavala ,11677
49001, Utah,Beaver ,6629
49003, Utah,Box Elder ,49975
49005, Utah,Cache ,112656
49007, Utah,Carbon ,21403
49009, Utah,Daggett ,1059
49011, Utah,Davis ,306479
49013, Utah,Duchesne ,18607
49015, Utah,Emery ,10976
49017, Utah,Garfield ,5172
49019, Utah,Grand ,9225
49021, Utah,Iron ,46163
49023, Utah,Juab ,10246
49025, Utah,Kane ,7125
49027, Utah,Millard ,12503
49029, Utah,Morgan ,9469
49031, Utah,Piute ,1556
49033, Utah,Rich ,2264
49035, Utah,Salt Lake ,1029655
49037, Utah,San Juan ,14746
49039, Utah,Sanpete ,27822
49041, Utah,Sevier ,20802
49043, Utah,Summit ,36324
49045, Utah,Tooele ,58218
49047, Utah,Uintah ,32588
49049, Utah,Utah ,516564
49051, Utah,Wasatch ,23530
49053, Utah,Washington ,138115
49055, Utah,Wayne ,2778
49057, Utah,Weber ,231236
50001, Vermont,Addison ,36821
50003, Vermont,Bennington ,37125
50005, Vermont,Caledonia ,31227
50007, Vermont,Chittenden ,156545
50009, Vermont,Essex ,6306
50011, Vermont,Franklin ,47746
50013, Vermont,Grand Isle ,6970
50015, Vermont,Lamoille ,24475
50017, Vermont,Orange ,28936
50019, Vermont,Orleans ,27231
50021, Vermont,Rutland ,61642
50023, Vermont,Washington ,59534
50025, Vermont,Windham ,44513
50027, Vermont,Windsor ,56670
51001, Virginia,Accomack ,33164
51003, Virginia,Albemarle ,98970
51005, Virginia,Alleghany ,16250
51007, Virginia,Amelia ,12690
51009, Virginia,Amherst ,32353
51011, Virginia,Appomattox ,14973
51013, Virginia,Arlington ,207627
51015, Virginia,Augusta ,73750
51017, Virginia,Bath ,4731
51019, Virginia,Bedford ,68676
51021, Virginia,Bland ,6824
51023, Virginia,Botetourt ,33148
51025, Virginia,Brunswick ,17434
51027, Virginia,Buchanan ,24098
51029, Virginia,Buckingham ,17146
51031, Virginia,Campbell ,54842
51033, Virginia,Caroline ,28545
51035, Virginia,Carroll ,30042
51036, Virginia,Charles City ,7256
51037, Virginia,Charlotte ,12586
51041, Virginia,Chesterfield ,316236
51043, Virginia,Clarke ,14034
51045, Virginia,Craig ,5190
51047, Virginia,Culpeper ,46689
51049, Virginia,Cumberland ,10052
51051, Virginia,Dickenson ,15903
51053, Virginia,Dinwiddie ,28001
51057, Virginia,Essex ,11151
51059, Virginia,Fairfax ,1081726
51061, Virginia,Fauquier ,65203
51063, Virginia,Floyd ,15279
51065, Virginia,Fluvanna ,25691
51067, Virginia,Franklin ,56159
51069, Virginia,Frederick ,78305
51071, Virginia,Giles ,17286
51073, Virginia,Gloucester ,36858
51075, Virginia,Goochland ,21717
51077, Virginia,Grayson ,15533
51079, Virginia,Greene ,18403
51081, Virginia,Greensville ,12243
51083, Virginia,Halifax ,36241
51085, Virginia,Hanover ,99863
51087, Virginia,Henrico ,306935
51089, Virginia,Henry ,54151
51091, Virginia,Highland ,2321
51093, Virginia,Isle of Wight ,35270
51095, Virginia,James City ,67009
51097, Virginia,King and Queen ,6945
51099, Virginia,King George ,23584
51101, Virginia,King William ,15935
51103, Virginia,Lancaster ,11391
51105, Virginia,Lee ,25587
51107, Virginia,Loudoun ,312311
51109, Virginia,Louisa ,33153
51111, Virginia,Lunenburg ,12914
51113, Virginia,Madison ,13308
51115, Virginia,Mathews ,8978
51117, Virginia,Mecklenburg ,32727
51119, Virginia,Middlesex ,10959
51121, Virginia,Montgomery ,94392
51125, Virginia,Nelson ,15020
51127, Virginia,New Kent ,18429
51131, Virginia,Northampton ,12389
51133, Virginia,Northumberland ,12330
51135, Virginia,Nottoway ,15853
51137, Virginia,Orange ,33481
51139, Virginia,Page ,24042
51141, Virginia,Patrick ,18490
51143, Virginia,Pittsylvania ,63506
51145, Virginia,Powhatan ,28046
51147, Virginia,Prince Edward ,23368
51149, Virginia,Prince George ,35725
51153, Virginia,Prince William ,402002
51155, Virginia,Pulaski ,34872
51157, Virginia,Rappahannock ,7373
51159, Virginia,Richmond ,9254
51161, Virginia,Roanoke ,92376
51163, Virginia,Rockbridge ,22307
51165, Virginia,Rockingham ,76314
51167, Virginia,Russell ,28897
51169, Virginia,Scott ,23177
51171, Virginia,Shenandoah ,41993
51173, Virginia,Smyth ,32208
51175, Virginia,Southampton ,18570
51177, Virginia,Spotsylvania ,122397
51179, Virginia,Stafford ,128961
51181, Virginia,Surry ,7058
51183, Virginia,Sussex ,12087
51185, Virginia,Tazewell ,45078
51187, Virginia,Warren ,37575
51191, Virginia,Washington ,54876
51193, Virginia,Westmoreland ,17454
51195, Virginia,Wise ,41452
51197, Virginia,Wythe ,29235
51199, Virginia,York ,65464
51510, Virginia,Alexandria city,139966
51520, Virginia,Bristol city,17835
51530, Virginia,Buena Vista city,6650
51540, Virginia,Charlottesville city,43475
51550, Virginia,Chesapeake city,222209
51570, Virginia,Colonial Heights city,17411
51580, Virginia,Covington city,5961
51590, Virginia,Danville city,43055
51595, Virginia,Emporia city,5927
51600, Virginia,Fairfax city,22565
51610, Virginia,Falls Church city,12332
51620, Virginia,Franklin city,8582
51630, Virginia,Fredericksburg city,24286
51640, Virginia,Galax city,7042
51650, Virginia,Hampton city,137436
51660, Virginia,Harrisonburg city,48914
51670, Virginia,Hopewell city,22591
51678, Virginia,Lexington city,7042
51680, Virginia,Lynchburg city,75568
51683, Virginia,Manassas city,37821
51685, Virginia,Manassas Park city,14273
51690, Virginia,Martinsville city,13821
51700, Virginia,Newport News city,180719
51710, Virginia,Norfolk city,242803
51720, Virginia,Norton city,3958
51730, Virginia,Petersburg city,32420
51735, Virginia,Poquoson city,12150
51740, Virginia,Portsmouth city,95535
51750, Virginia,Radford city,16408
51760, Virginia,Richmond city,204214
51770, Virginia,Roanoke city,97032
51775, Virginia,Salem city,24802
51790, Virginia,Staunton city,23746
51800, Virginia,Suffolk city,84585
51810, Virginia,Virginia Beach city,437994
51820, Virginia,Waynesboro city,21006
51830, Virginia,Williamsburg city,14068
51840, Virginia,Winchester city,26203
53001, Washington,Adams ,18728
53003, Washington,Asotin ,21623
53005, Washington,Benton ,175177
53007, Washington,Chelan ,72453
53009, Washington,Clallam ,71404
53011, Washington,Clark ,425363
53013, Washington,Columbia ,4078
53015, Washington,Cowlitz ,102410
53017, Washington,Douglas ,38431
53019, Washington,Ferry ,7551
53021, Washington,Franklin ,78163
53023, Washington,Garfield ,2266
53025, Washington,Grant ,89120
53027, Washington,Grays Harbor ,72797
53029, Washington,Island ,78506
53031, Washington,Jefferson ,29872
53033, Washington,King ,1931249
53035, Washington,Kitsap ,251133
53037, Washington,Kittitas ,40915
53039, Washington,Klickitat ,20318
53041, Washington,Lewis ,75455
53043, Washington,Lincoln ,10570
53045, Washington,Mason ,60699
53047, Washington,Okanogan ,41120
53049, Washington,Pacific ,20920
53051, Washington,Pend Oreille ,13001
53053, Washington,Pierce ,795225
53055, Washington,San Juan ,15769
53057, Washington,Skagit ,116901
53059, Washington,Skamania ,11066
53061, Washington,Snohomish ,713335
53063, Washington,Spokane ,471221
53065, Washington,Stevens ,43531
53067, Washington,Thurston ,252264
53069, Washington,Wahkiakum ,3978
53071, Washington,Walla Walla ,58781
53073, Washington,Whatcom ,201140
53075, Washington,Whitman ,44776
53077, Washington,Yakima ,243231
54001, West Virginia,Barbour ,16589
54003, West Virginia,Berkeley ,104169
54005, West Virginia,Boone ,24629
54007, West Virginia,Braxton ,14523
54009, West Virginia,Brooke ,24069
54011, West Virginia,Cabell ,96319
54013, West Virginia,Calhoun ,7627
54015, West Virginia,Clay ,9386
54017, West Virginia,Doddridge ,8202
54019, West Virginia,Fayette ,46039
54021, West Virginia,Gilmer ,8693
54023, West Virginia,Grant ,11937
54025, West Virginia,Greenbrier ,35480
54027, West Virginia,Hampshire ,23964
54029, West Virginia,Hancock ,30676
54031, West Virginia,Hardy ,14025
54033, West Virginia,Harrison ,69099
54035, West Virginia,Jackson ,29211
54037, West Virginia,Jefferson ,53498
54039, West Virginia,Kanawha ,193063
54041, West Virginia,Lewis ,16372
54043, West Virginia,Lincoln ,21720
54045, West Virginia,Logan ,36743
54047, West Virginia,McDowell ,22113
54049, West Virginia,Marion ,56418
54051, West Virginia,Marshall ,33107
54053, West Virginia,Mason ,27324
54055, West Virginia,Mercer ,62264
54057, West Virginia,Mineral ,28212
54059, West Virginia,Mingo ,26839
54061, West Virginia,Monongalia ,96189
54063, West Virginia,Monroe ,13502
54065, West Virginia,Morgan ,17541
54067, West Virginia,Nicholas ,26233
54069, West Virginia,Ohio ,44443
54071, West Virginia,Pendleton ,7695
54073, West Virginia,Pleasants ,7605
54075, West Virginia,Pocahontas ,8719
54077, West Virginia,Preston ,33520
54079, West Virginia,Putnam ,55486
54081, West Virginia,Raleigh ,78859
54083, West Virginia,Randolph ,29405
54085, West Virginia,Ritchie ,10449
54087, West Virginia,Roane ,14926
54089, West Virginia,Summers ,13927
54091, West Virginia,Taylor ,16895
54093, West Virginia,Tucker ,7141
54095, West Virginia,Tyler ,9208
54097, West Virginia,Upshur ,24254
54099, West Virginia,Wayne ,42481
54101, West Virginia,Webster ,9154
54103, West Virginia,Wetzel ,16583
54105, West Virginia,Wirt ,5717
54107, West Virginia,Wood ,86956
54109, West Virginia,Wyoming ,23796
55001, Wisconsin,Adams ,20875
55003, Wisconsin,Ashland ,16157
55005, Wisconsin,Barron ,45870
55007, Wisconsin,Bayfield ,15014
55009, Wisconsin,Brown ,248007
55011, Wisconsin,Buffalo ,13587
55013, Wisconsin,Burnett ,15457
55015, Wisconsin,Calumet ,48971
55017, Wisconsin,Chippewa ,62415
55019, Wisconsin,Clark ,34690
55021, Wisconsin,Columbia ,56833
55023, Wisconsin,Crawford ,16644
55025, Wisconsin,Dane ,488073
55027, Wisconsin,Dodge ,88759
55029, Wisconsin,Door ,27785
55031, Wisconsin,Douglas ,44159
55033, Wisconsin,Dunn ,43857
55035, Wisconsin,Eau Claire ,98736
55037, Wisconsin,Florence ,4423
55039, Wisconsin,Fond du Lac ,101633
55041, Wisconsin,Forest ,9304
55043, Wisconsin,Grant ,51208
55045, Wisconsin,Green ,36842
55047, Wisconsin,Green Lake ,19051
55049, Wisconsin,Iowa ,23687
55051, Wisconsin,Iron ,5916
55053, Wisconsin,Jackson ,20449
55055, Wisconsin,Jefferson ,83686
55057, Wisconsin,Juneau ,26664
55059, Wisconsin,Kenosha ,166426
55061, Wisconsin,Kewaunee ,20574
55063, Wisconsin,La Crosse ,114638
55065, Wisconsin,Lafayette ,16836
55067, Wisconsin,Langlade ,19977
55069, Wisconsin,Lincoln ,28743
55071, Wisconsin,Manitowoc ,81442
55073, Wisconsin,Marathon ,134063
55075, Wisconsin,Marinette ,41749
55077, Wisconsin,Marquette ,15404
55078, Wisconsin,Menominee ,4232
55079, Wisconsin,Milwaukee ,947735
55081, Wisconsin,Monroe ,44673
55083, Wisconsin,Oconto ,37660
55085, Wisconsin,Oneida ,35998
55087, Wisconsin,Outagamie ,176695
55089, Wisconsin,Ozaukee ,86395
55091, Wisconsin,Pepin ,7469
55093, Wisconsin,Pierce ,41019
55095, Wisconsin,Polk ,44205
55097, Wisconsin,Portage ,70019
55099, Wisconsin,Price ,14159
55101, Wisconsin,Racine ,195408
55103, Wisconsin,Richland ,18021
55105, Wisconsin,Rock ,160331
55107, Wisconsin,Rusk ,14755
55109, Wisconsin,St. Croix ,84345
55111, Wisconsin,Sauk ,61976
55113, Wisconsin,Sawyer ,16557
55115, Wisconsin,Shawano ,41949
55117, Wisconsin,Sheboygan ,115507
55119, Wisconsin,Taylor ,20689
55121, Wisconsin,Trempealeau ,28816
55123, Wisconsin,Vernon ,29773
55125, Wisconsin,Vilas ,21430
55127, Wisconsin,Walworth ,102228
55129, Wisconsin,Washburn ,15911
55131, Wisconsin,Washington ,131887
55133, Wisconsin,Waukesha ,389891
55135, Wisconsin,Waupaca ,52410
55137, Wisconsin,Waushara ,24496
55139, Wisconsin,Winnebago ,166994
55141, Wisconsin,Wood ,74749
56001, Wyoming,Albany ,36299
56003, Wyoming,Big Horn ,11668
56005, Wyoming,Campbell ,46133
56007, Wyoming,Carbon ,15885
56009, Wyoming,Converse ,13833
56011, Wyoming,Crook ,7083
56013, Wyoming,Fremont ,40123
56015, Wyoming,Goshen ,13249
56017, Wyoming,Hot Springs ,4812
56019, Wyoming,Johnson ,8569
56021, Wyoming,Laramie ,91738
56023, Wyoming,Lincoln ,18106
56025, Wyoming,Natrona ,75450
56027, Wyoming,Niobrara ,2484
56029, Wyoming,Park ,28205
56031, Wyoming,Platte ,8667
56033, Wyoming,Sheridan ,29116
56035, Wyoming,Sublette ,10247
56037, Wyoming,Sweetwater ,43806
56039, Wyoming,Teton ,21294
56041, Wyoming,Uinta ,21118
56043, Wyoming,Washakie ,8533
56045, Wyoming,Weston ,7208
,,,
